source,record_id,district,taluk,village,survey_number,owner_name,area_sqm,land_use,data_note
SURVEY,SUR-ALUR-153,Davanagere,Davanagere,Alur,84,Owner 153,1498.22,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-154,Davanagere,Davanagere,Alur,85,Owner 154,2077.5,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-155,Davanagere,Davanagere,Alur,86,Owner 155 A,2801.35,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-156,Davanagere,Davanagere,Alur,87,Owner 156,4373.36,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-157,Davanagere,Davanagere,Alur,88,Owner 157,4725.05,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-158,Davanagere,Davanagere,Alur,89,Owner 158,1757.24,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-159,Davanagere,Davanagere,Alur,90,Owner 159,1870.78,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-160,Davanagere,Davanagere,Alur,91,Owner 160,512.4,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-161,Davanagere,Davanagere,Alur,92,Owner 161,4087.25,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-162,Davanagere,Davanagere,Alur,93,Owner 162,757.1,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-163,Davanagere,Davanagere,Alur,94,Owner 163,2178.58,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-164,Davanagere,Davanagere,Alur,94,Owner 164,4027.02,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-165,Davanagere,Davanagere,Alur,95,Owner 165,1142.1,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-166,Davanagere,Davanagere,Alur,96,Owner 166 A,611.53,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-167,Davanagere,Davanagere,Alur,97,Owner 167,2823.86,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-168,Davanagere,Davanagere,Alur,98,Owner 168,4726.15,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
SURVEY,SUR-ALUR-169,Davanagere,Davanagere,Alur,99,Owner 169,2032.01,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
