source,record_id,district,taluk,village,survey_number,owner_name,area_sqm,land_use,data_note
REVENUE,REV-ALUR-155,Davanagere,Davanagere,Alur,86,Owner 155,3802.02,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-156,Davanagere,Davanagere,Alur,87,Owner 156,3566.85,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-157,Davanagere,Davanagere,Alur,88,Owner 157,3108.69,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-158,Davanagere,Davanagere,Alur,89,Owner 158,3452.9,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-159,Davanagere,Davanagere,Alur,90,Owner 159,1141.0,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-160,Davanagere,Davanagere,Alur,91,Owner 160,1383.11,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-161,Davanagere,Davanagere,Alur,92,Owner 161,3018.16,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-162,Davanagere,Davanagere,Alur,93,Owner 162,1110.29,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-163,Davanagere,Davanagere,Alur,94,Owner 163,1963.39,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-164,Davanagere,Davanagere,Alur,94,Owner 164,3311.07,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-165,Davanagere,Davanagere,Alur,95,Owner 165,4836.46,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-166,Davanagere,Davanagere,Alur,96,Owner 166,4696.07,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-167,Davanagere,Davanagere,Alur,97,Owner 167,4109.7,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-168,Davanagere,Davanagere,Alur,98,Owner 168,2662.53,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
REVENUE,REV-ALUR-169,Davanagere,Davanagere,Alur,99,Owner 169,4385.61,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
