source,record_id,district,taluk,village,survey_number,owner_name,area_sqm,land_use,data_note
MUNICIPAL,MUN-ALUR-149,Davanagere,Davanagere,Alur,81,Owner 149,2621.08,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
MUNICIPAL,MUN-ALUR-150,Davanagere,Davanagere,Alur,81,Owner 150,2351.55,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
MUNICIPAL,MUN-ALUR-151,Davanagere,Davanagere,Alur,82,Owner 151,3443.39,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
MUNICIPAL,MUN-ALUR-152,Davanagere,Davanagere,Alur,83,Owner 152,1692.01,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
MUNICIPAL,MUN-ALUR-153,Davanagere,Davanagere,Alur,84,Owner 153,1876.16,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
MUNICIPAL,MUN-ALUR-154,Davanagere,Davanagere,Alur,85,Owner 154 B,1602.61,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
MUNICIPAL,MUN-ALUR-155,Davanagere,Davanagere,Alur,86,Owner 155,2244.71,Residential,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
MUNICIPAL,MUN-ALUR-156,Davanagere,Davanagere,Alur,87,Owner 156,2331.36,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
MUNICIPAL,MUN-ALUR-157,Davanagere,Davanagere,Alur,88,Owner 157,988.53,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
MUNICIPAL,MUN-ALUR-158,Davanagere,Davanagere,Alur,89,Owner 158,1828.93,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
MUNICIPAL,MUN-ALUR-159,Davanagere,Davanagere,Alur,90,Owner 159,972.2,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
MUNICIPAL,MUN-ALUR-160,Davanagere,Davanagere,Alur,91,Owner 160,3569.06,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
MUNICIPAL,MUN-ALUR-161,Davanagere,Davanagere,Alur,92,Owner 161,4754.3,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
MUNICIPAL,MUN-ALUR-162,Davanagere,Davanagere,Alur,93,Owner 162,1440.18,Residential,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
MUNICIPAL,MUN-ALUR-163,Davanagere,Davanagere,Alur,94,Owner 163 B,2601.95,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
MUNICIPAL,MUN-ALUR-164,Davanagere,Davanagere,Alur,94,Owner 164,849.43,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
MUNICIPAL,MUN-ALUR-165,Davanagere,Davanagere,Alur,95,Owner 165,700.45,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
MUNICIPAL,MUN-ALUR-166,Davanagere,Davanagere,Alur,96,Owner 166,2975.51,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
MUNICIPAL,MUN-ALUR-167,Davanagere,Davanagere,Alur,97,Owner 167,4346.59,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
MUNICIPAL,MUN-ALUR-168,Davanagere,Davanagere,Alur,98,Owner 168,848.59,Agricultural,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
MUNICIPAL,MUN-ALUR-169,Davanagere,Davanagere,Alur,99,Owner 169,2278.54,Residential,Synthetic demonstration attributes; geometry and LRI location identifiers retained from Karnataka LRI source.
